fecha_dato,ncodpers,ind_empleado,pais_residencia,sexo,age,fecha_alta,ind_nuevo,antiguedad,indrel,ult_fec_cli_1t,indrel_1mes,tiprel_1mes,indresi,indext,conyuemp,canal_entrada,indfall,tipodom,cod_prov,nomprov,ind_actividad_cliente,renta,segmento,ind_ahor_fin_ult1,ind_aval_fin_ult1,ind_cco_fin_ult1,ind_cder_fin_ult1,ind_cno_fin_ult1,ind_ctju_fin_ult1,ind_ctma_fin_ult1,ind_ctop_fin_ult1,ind_ctpp_fin_ult1,ind_deco_fin_ult1,ind_deme_fin_ult1,ind_dela_fin_ult1,ind_ecue_fin_ult1,ind_fond_fin_ult1,ind_hip_fin_ult1,ind_plan_fin_ult1,ind_pres_fin_ult1,ind_reca_fin_ult1,ind_tjcr_fin_ult1,ind_valo_fin_ult1,ind_viv_fin_ult1,ind_nomina_ult1,ind_nom_pens_ult1,ind_recibo_ult1
28-01-2015,1050609,N,ES,H,22,10-08-2012,0,35,1,,1,I,S,N,,KFA,N,1,13,CIUDAD REAL,1,73432.47,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050605,N,ES,V,23,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050582,N,ES,V,28,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,13,CIUDAD REAL,1,64620.57,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050586,N,ES,V,23,10-08-2012,0,35,1,,1,A,S,N,,KHE,N,1,13,CIUDAD REAL,1,64194.99,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28-01-2015,1050588,N,ES,H,22,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,9,BURGOS,1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050589,N,ES,V,23,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,22,HUESCA,0,119173.89,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050591,N,ES,H,23,10-08-2012,0,35,1,,1,A,S,N,,KHE,N,1,13,CIUDAD REAL,1,58728.39,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050592,N,ES,H,22,10-08-2012,0,35,1,,1,I,S,N,,KHD,N,1,31,NAVARRA,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050595,N,ES,V,25,10-08-2012,0,35,1,,1,A,S,N,,KHE,N,1,5,AVILA,1,86863.38,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050596,N,ES,H,25,10-08-2012,0,35,1,,1,A,S,S,,KHE,N,1,50,ZARAGOZA,1,68421.36,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050597,N,ES,H,23,10-08-2012,0,35,1,,1,A,S,N,,KHE,N,1,45,TOLEDO,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050598,N,ES,H,23,10-08-2012,0,35,1,,1,A,S,N,,KHE,N,1,45,TOLEDO,1,90408.75,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050599,N,ES,V,24,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,49,ZAMORA,0,74780.37,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050601,N,ES,V,26,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,120146.49,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050602,N,ES,V,23,10-08-2012,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,1,91282.71,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050603,N,ES,H,23,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,50,ZARAGOZA,1,131351.94,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050604,N,ES,H,53,10-08-2012,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,0,113279.1,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050607,N,ES,V,27,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,40,SEGOVIA,0,70777.59,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050580,N,ES,H,23,10-08-2012,0,35,1,,1,A,S,N,,KHE,N,1,27,LUGO,1,77320.92,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050628,N,ES,V,22,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,25,LERIDA,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050630,N,ES,V,22,10-08-2012,0,35,1,,1,I,S,S,,KHD,N,1,8,BARCELONA,0,64398.06,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050669,N,ES,V,32,10-08-2012,0,35,1,,1,A,S,N,,KFC,N,1,29,MALAGA,1,171398.85,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050670,N,ES,V,37,10-08-2012,0,35,1,,1,A,S,N,,KFC,N,1,37,SALAMANCA,1,64031.25,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28-01-2015,1050676,N,ES,V,31,10-08-2012,0,35,1,,1,A,S,N,,KFC,N,1,45,TOLEDO,0,90431.85,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050679,N,ES,V,39,10-08-2012,0,35,1,,1,A,S,N,,KFC,N,1,28,MADRID,1,157191.69,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050680,N,ES,V,53,10-08-2012,0,35,1,,1,A,S,N,,KFC,N,1,8,BARCELONA,0,133092.33,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050686,N,ES,V,39,10-08-2012,0,35,1,,1,A,S,N,,KFC,N,1,10,CACERES,1,37075.26,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
28-01-2015,1050688,N,ES,V,63,10-08-2012,0,35,1,,1,A,S,N,,KFC,N,1,28,MADRID,1,245052.27,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050693,N,ES,V,37,10-08-2012,0,35,1,,1,A,S,N,,KFC,N,1,8,BARCELONA,0,104035.08,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050694,N,ES,V,31,10-08-2012,0,35,1,,1,A,S,N,,KFC,N,1,28,MADRID,1,57155.34,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
28-01-2015,1050697,N,ES,H,33,10-08-2012,0,35,1,,1,A,S,N,,KFC,N,1,28,MADRID,1,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050703,N,ES,V,23,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,22,HUESCA,0,53631.36,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050704,N,ES,V,23,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,8,BARCELONA,0,72880.8,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050706,N,ES,H,33,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,37,SALAMANCA,1,84061.95,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050707,N,ES,V,23,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,3,ALICANTE,0,106686.96,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050710,N,ES,H,23,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,3,ALICANTE,0,132398.4,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050663,N,ES,H,23,10-08-2012,0,35,1,,1,A,S,N,,KFC,N,1,42,SORIA,1,148080.45,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050629,N,ES,V,55,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,50,ZARAGOZA,0,101919.09,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050662,N,ES,V,37,10-08-2012,0,35,1,,1,A,S,N,,KAT,N,1,28,MADRID,1,122456.91,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
28-01-2015,1050660,N,ES,H,32,10-08-2012,0,35,1,,1,A,S,N,,KFC,N,1,41,SEVILLA,1,94683.27,03 - UNIVERSITARIO,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
28-01-2015,1050632,N,ES,H,23,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,8,BARCELONA,0,289211.4,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050633,N,ES,V,23,10-08-2012,0,35,1,,1,A,S,N,,KHE,N,1,45,TOLEDO,1,34406.58,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050634,N,ES,H,55,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,50,ZARAGOZA,0,101919.09,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050635,N,ES,V,23,10-08-2012,0,35,1,,1,A,S,N,,KHE,N,1,37,SALAMANCA,1,77346.51,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050636,N,ES,H,23,10-08-2012,0,35,1,,1,A,S,N,,KHE,N,1,39,CANTABRIA,1,136930.23,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28-01-2015,1050639,N,ES,V,23,10-08-2012,0,35,1,,1,A,S,N,,KHE,N,1,50,ZARAGOZA,1,148677.18,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050641,N,ES,V,42,10-08-2012,0,35,1,,1,A,S,N,,KFC,N,1,28,MADRID,1,45345.18,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050642,N,ES,V,58,10-08-2012,0,35,1,,1,I,S,N,,KFC,N,1,29,MALAGA,0,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050647,N,ES,H,38,10-08-2012,0,35,1,,1,A,S,N,,KAT,N,1,3,ALICANTE,1,28359.36,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050648,N,ES,V,50,10-08-2012,0,35,1,,1,A,S,N,,KAT,N,1,28,MADRID,1,137894.64,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050651,N,ES,H,30,10-08-2012,0,35,1,,1,A,S,N,,KFC,N,1,7,"BALEARS, ILLES",1,139502.28,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
28-01-2015,1050652,N,ES,H,31,10-08-2012,0,35,1,,1,A,S,N,,KFC,N,1,47,VALLADOLID,1,149099.88,03 - UNIVERSITARIO,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
28-01-2015,1050655,N,ES,H,45,10-08-2012,0,35,1,,1,A,S,N,,KFC,N,1,36,PONTEVEDRA,1,95302.5,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050658,N,ES,H,44,10-08-2012,0,35,1,,1,I,S,N,,KAT,N,1,28,MADRID,0,110245.53,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050659,N,ES,V,39,10-08-2012,0,35,1,,1,A,S,N,,KFC,N,1,7,"BALEARS, ILLES",1,,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1
28-01-2015,1050661,N,ES,V,37,10-08-2012,0,35,1,,1,A,S,N,,KFC,N,1,46,VALENCIA,1,60072.81,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050711,N,ES,V,23,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,49,ZAMORA,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050579,N,ES,H,27,10-08-2012,0,35,1,,1,I,S,N,,KHD,N,1,44,TERUEL,0,34802.01,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050577,N,ES,H,23,10-08-2012,0,35,1,,1,A,S,N,,KHE,N,1,22,HUESCA,1,79998.72,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050507,N,ES,V,27,10-08-2012,0,35,1,,1,A,S,N,,KHE,N,1,46,VALENCIA,1,55331.31,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050508,N,ES,H,27,10-08-2012,0,35,1,,1,A,S,S,,KHE,N,1,8,BARCELONA,1,173223.78,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050509,N,ES,H,23,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,50,ZARAGOZA,0,47332.86,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050511,N,ES,H,23,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,15,"CORUÑA, A",1,111933,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050512,N,ES,H,31,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,107634.66,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050513,N,ES,V,23,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,55561.62,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050514,N,ES,H,28,10-08-2012,0,35,1,,1,I,S,S,,KHE,N,1,8,BARCELONA,0,215373.3,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050515,N,ES,H,23,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,10,CACERES,0,64258.14,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050516,N,ES,H,24,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050517,N,ES,V,27,10-08-2012,0,35,1,,1,A,S,N,,KHE,N,1,22,HUESCA,1,59930.22,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050520,N,ES,V,23,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,162609.54,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050521,N,ES,H,23,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,32,OURENSE,1,74708.49,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050522,N,ES,V,25,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,50,ZARAGOZA,0,68155.5,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050523,N,ES,H,24,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,46,VALENCIA,0,77383.98,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050524,N,ES,V,25,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,27,LUGO,0,56347.68,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050505,N,ES,V,25,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,112330.35,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050525,N,ES,H,26,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,28,MADRID,0,95392.71,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050504,N,ES,V,36,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,23,JAEN,0,73020.18,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050502,N,ES,H,23,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,13,CIUDAD REAL,0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050487,N,ES,H,23,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,15,"CORUÑA, A",0,101293.11,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050488,N,ES,V,26,10-08-2012,0,35,1,,1,A,S,N,,KHE,N,1,22,HUESCA,1,113580.78,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050489,N,ES,H,23,10-08-2012,0,35,1,,1,A,S,N,,KHE,N,1,8,BARCELONA,1,158207.4,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050490,N,ES,V,23,10-08-2012,0,35,1,,1,A,S,N,,KHE,N,1,13,CIUDAD REAL,1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050491,N,ES,V,23,10-08-2012,0,35,1,,1,I,S,N,,KHE,N,1,45,TOLEDO,0,60067.86,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-01-2015,1050492,N,ES,V,25,10-08-2012,0,35,1,,1,A,S,N,,KHE,N,1,45,TOLEDO,1,77713.95,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
